,learning_rate,gamma,clip_range,ent_coef,n_steps,gae_lambda,randomization distribution,policy,network,tuned method,eval episodes,source reward,target reward
14,0.00043,0.987974,0.1328,0,2112,0.960129,"[[4.5, 6.5]]",MlpPolicy,mlp,grid,50,1553.69063678,1599.9064456400001
15,0.00043,0.987974,0.1328,0,2112,0.960129,"[[4.5, 8.0]]",MlpPolicy,mlp,grid,50,1114.85459354,704.5640495200001
16,0.00043,0.987974,0.1328,0,2112,0.960129,"[[1.5, 5.0]]",MlpPolicy,mlp,grid,50,891.14970568,723.9838542200002
17,0.00043,0.987974,0.1328,0,2112,0.960129,"[[1.0, 4.5]]",MlpPolicy,mlp,grid,50,1140.60815716,961.0979601199999
18,0.00043,0.987974,0.1328,0,2112,0.960129,"[[1.0, 2.5]]",MlpPolicy,mlp,grid,50,1312.20385808,1019.2481204599999
19,0.00043,0.987974,0.1328,0,2112,0.960129,"[[2.0, 3.0]]",MlpPolicy,mlp,grid,50,1556.4783387,892.78408386
20,0.00043,0.987974,0.1328,0,2112,0.960129,"[[2.5, 4.0]]",MlpPolicy,mlp,grid,50,1460.8064302400003,904.52448086
21,0.00043,0.987974,0.1328,0,2112,0.960129,"[[3.0, 6.5]]",MlpPolicy,mlp,grid,50,1083.6972910599998,752.0826493
22,0.00043,0.987974,0.1328,0,2112,0.960129,"[[2.5, 3.5]]",MlpPolicy,mlp,grid,50,923.91332442,824.79226604
23,0.00043,0.987974,0.1328,0,2112,0.960129,"[[2.5, 5.0]]",MlpPolicy,mlp,grid,50,990.4808344599999,796.7455712799998
24,0.00043,0.987974,0.1328,0,2112,0.960129,"[[1.0, 3.0]]",MlpPolicy,mlp,grid,50,1588.75472818,975.6653423800001
25,0.00043,0.987974,0.1328,0,2112,0.960129,"[[1.5, 4.5]]",MlpPolicy,mlp,grid,50,948.1615027399998,681.2469911599999
26,0.00043,0.987974,0.1328,0,2112,0.960129,"[[1.5, 2.5]]",MlpPolicy,mlp,grid,50,1439.0233684799998,861.1009914599999
27,0.00043,0.987974,0.1328,0,2112,0.960129,"[[4.5, 5.5]]",MlpPolicy,mlp,grid,50,1515.4468721,926.92233248
28,0.00043,0.987974,0.1328,0,2112,0.960129,"[[3.5, 5.5]]",MlpPolicy,mlp,grid,50,1681.0712367,742.7720599200001
29,0.00043,0.987974,0.1328,0,2112,0.960129,"[[2.0, 5.0]]",MlpPolicy,mlp,grid,50,1138.34159606,737.3707384200002
30,0.00043,0.987974,0.1328,0,2112,0.960129,"[[1.5, 3.5]]",MlpPolicy,mlp,grid,50,994.4537509799999,922.5002198200001
31,0.00043,0.987974,0.1328,0,2112,0.960129,"[[1.0, 2.0]]",MlpPolicy,mlp,grid,50,964.62066452,1234.79314606
32,0.00043,0.987974,0.1328,0,2112,0.960129,"[[4.5, 7.5]]",MlpPolicy,mlp,grid,50,1539.7720668,699.20505288
33,0.00043,0.987974,0.1328,0,2112,0.960129,"[[3.5, 7.0]]",MlpPolicy,mlp,grid,50,1156.3042701400002,732.29559638
34,0.00043,0.987974,0.1328,0,2112,0.960129,"[[4.0, 5.5]]",MlpPolicy,mlp,grid,50,1620.8326317400001,1669.6014784199997
35,0.00043,0.987974,0.1328,0,2112,0.960129,"[[4.0, 7.5]]",MlpPolicy,mlp,grid,50,1418.4162443,1019.9646680400001
36,0.00043,0.987974,0.1328,0,2112,0.960129,"[[2.0, 4.0]]",MlpPolicy,mlp,grid,50,1018.34955284,1188.57874942
37,0.00043,0.987974,0.1328,0,2112,0.960129,"[[2.0, 3.5]]",MlpPolicy,mlp,grid,50,1095.9466456,894.2954871400001
38,0.00043,0.987974,0.1328,0,2112,0.960129,"[[1.5, 3.0]]",MlpPolicy,mlp,grid,50,896.6474144599998,690.89425452
39,0.00043,0.987974,0.1328,0,2112,0.960129,"[[2.5, 5.5]]",MlpPolicy,mlp,grid,50,1094.96966684,768.06134082
40,0.00043,0.987974,0.1328,0,2112,0.960129,"[[1.0, 4.0]]",MlpPolicy,mlp,grid,50,1000.08672084,763.80317928
41,0.00043,0.987974,0.1328,0,2112,0.960129,"[[2.0, 5.5]]",MlpPolicy,mlp,grid,50,894.36254676,1136.7139201
42,0.00043,0.987974,0.1328,0,2112,0.960129,"[[2.5, 4.5]]",MlpPolicy,mlp,grid,50,1019.25380594,878.4368005599999
43,0.00043,0.987974,0.1328,0,2112,0.960129,"[[2.0, 4.5]]",MlpPolicy,mlp,grid,50,1609.04795278,702.67437002
44,0.00043,0.987974,0.1328,0,2112,0.960129,"[[3.5, 4.5]]",MlpPolicy,mlp,grid,50,1526.08832932,960.23778758
45,0.00043,0.987974,0.1328,0,2112,0.960129,"[[4.0, 5.0]]",MlpPolicy,mlp,grid,50,1591.2013958199998,1011.1675472
46,0.00043,0.987974,0.1328,0,2112,0.960129,"[[4.0, 6.0]]",MlpPolicy,mlp,grid,50,1621.6050995599999,808.80164646
47,0.00043,0.987974,0.1328,0,2112,0.960129,"[[4.5, 7.0]]",MlpPolicy,mlp,grid,50,940.0169906,1376.8547642599997
