,learning_rate,gamma,clip_range,ent_coef,n_steps,gae_lambda,randomization distribution,policy,network,tuned method,eval episodes,source reward,target reward
0,0.000535,0.989854,0.118027,0,1408,0.967968,"[[3.5, 6.5]]",MlpPolicy,mlp,grid,50,1607.86041614,814.1181096
1,0.000535,0.989854,0.118027,0,1408,0.967968,"[[2.5, 6.0]]",MlpPolicy,mlp,grid,50,1518.5681594599998,780.5878455799998
2,0.000535,0.989854,0.118027,0,1408,0.967968,"[[4.0, 6.5]]",MlpPolicy,mlp,grid,50,1662.2680870000006,677.3787084999999
3,0.000535,0.989854,0.118027,0,1408,0.967968,"[[3.0, 6.0]]",MlpPolicy,mlp,grid,50,752.20441264,1046.8376288999998
4,0.000535,0.989854,0.118027,0,1408,0.967968,"[[3.0, 5.0]]",MlpPolicy,mlp,grid,50,1616.6238766800002,1631.5729151600005
5,0.000535,0.989854,0.118027,0,1408,0.967968,"[[3.0, 4.0]]",MlpPolicy,mlp,grid,50,1631.94976394,800.55573032
6,0.000535,0.989854,0.118027,0,1408,0.967968,"[[1.5, 4.0]]",MlpPolicy,mlp,grid,50,1422.84687412,730.28745526
7,0.000535,0.989854,0.118027,0,1408,0.967968,"[[3.5, 6.0]]",MlpPolicy,mlp,grid,50,1304.2564214800002,753.3923494000001
8,0.000535,0.989854,0.118027,0,1408,0.967968,"[[3.0, 5.5]]",MlpPolicy,mlp,grid,50,1518.43861932,1415.30226168
9,0.000535,0.989854,0.118027,0,1408,0.967968,"[[3.5, 5.0]]",MlpPolicy,mlp,grid,50,1354.9534897800002,819.56634286
10,0.000535,0.989854,0.118027,0,1408,0.967968,"[[4.5, 6.0]]",MlpPolicy,mlp,grid,50,1560.20214142,1310.4837957200002
11,0.000535,0.989854,0.118027,0,1408,0.967968,"[[4.0, 7.0]]",MlpPolicy,mlp,grid,50,1013.5495327000001,757.3278295999999
12,0.000535,0.989854,0.118027,0,1408,0.967968,"[[3.0, 4.5]]",MlpPolicy,mlp,grid,50,1363.5252851999999,792.9112583799999
13,0.000535,0.989854,0.118027,0,1408,0.967968,"[[1.0, 3.5]]",MlpPolicy,mlp,grid,50,1106.3549784,758.6781175600001
14,0.000535,0.989854,0.118027,0,1408,0.967968,"[[4.5, 6.5]]",MlpPolicy,mlp,grid,50,1582.1165316800002,707.6455179199999
15,0.000535,0.989854,0.118027,0,1408,0.967968,"[[4.5, 8.0]]",MlpPolicy,mlp,grid,50,960.8411271,688.9251186399998
16,0.000535,0.989854,0.118027,0,1408,0.967968,"[[1.5, 5.0]]",MlpPolicy,mlp,grid,50,1486.6191927000002,798.3538584800001
17,0.000535,0.989854,0.118027,0,1408,0.967968,"[[1.0, 4.5]]",MlpPolicy,mlp,grid,50,1012.73829608,872.6798528200001
18,0.000535,0.989854,0.118027,0,1408,0.967968,"[[1.0, 2.5]]",MlpPolicy,mlp,grid,50,1506.0580489600002,969.2012640800001
